pid,process_name,start_time,status,user_id,exe_id,parent_pid
481,terraform,2026-03-22 14:58:37,Zombie,107,481,73
482,ansible,2025-12-01 09:40:37,Zombie,259,482,76
483,postgres,2025-07-30 20:55:52,Zombie,412,483,4
484,make,2025-05-10 16:12:10,Zombie,311,484,54
485,spotify,2025-09-16 10:22:05,Idle,254,485,60
486,go,2025-11-28 10:11:11,Idle,488,486,57
487,bash,2025-03-29 14:46:27,Running,110,487,3
488,postgres,2025-10-14 08:06:25,Idle,36,488,48
489,gcc,2025-10-24 22:40:15,Idle,477,489,55
490,sed,2025-03-25 15:06:37,Idle,338,490,77
491,cron,2025-04-27 18:20:17,Sleeping,283,491,24
492,cron,2026-01-27 17:31:53,Zombie,366,492,24
493,awk,2025-11-10 20:21:47,Sleeping,310,493,
494,strace,2025-10-29 23:08:25,Idle,29,494,44
495,zip,2025-06-26 16:45:34,Stopped,293,495,74
496,grep,2026-03-11 08:14:00,Idle,495,496,8
497,ufw,2025-11-13 19:59:07,Running,499,497,60
498,ffmpeg,2025-03-24 01:58:15,Zombie,84,498,16
499,sed,2026-03-18 15:37:08,Idle,385,499,
500,iptables,2025-07-12 13:19:54,Sleeping,318,500,46
