log_id,snapshot_time,cpu_percent,ram_usage_mb,pid
1740,2026-04-10 01:01:34,55.98,12951,336
1741,2026-04-10 01:01:39,85.01,11029,167
1742,2026-04-10 01:01:44,28.05,7006,445
1743,2026-04-10 01:01:49,16.67,16018,200
1744,2026-04-10 01:01:54,4.61,5533,344
1745,2026-04-10 01:01:59,80.56,15148,282
1746,2026-04-10 01:02:04,96.13,11841,251
1747,2026-04-10 01:02:09,75.54,2417,39
1748,2026-04-10 01:02:14,21.6,250,476
1749,2026-04-10 01:02:19,80.85,9147,109
1750,2026-04-10 01:02:24,37.73,2882,189
1751,2026-04-10 01:02:29,66.78,1107,491
1752,2026-04-10 01:02:34,16.85,14300,278
1753,2026-04-10 01:02:39,87.71,10748,170
1754,2026-04-10 01:02:44,84.32,15573,235
1755,2026-04-10 01:02:49,53.86,1083,77
1756,2026-04-10 01:02:54,77.61,7074,215
1757,2026-04-10 01:02:59,93.97,11132,445
1758,2026-04-10 01:03:04,14.2,13407,111
1759,2026-04-10 01:03:09,75.14,8432,295
1760,2026-04-10 01:03:14,30.17,15256,355
1761,2026-04-10 01:03:19,95.16,1304,409
1762,2026-04-10 01:03:24,77.87,12830,396
1763,2026-04-10 01:03:29,97.59,3326,128
1764,2026-04-10 01:03:34,69.74,6352,237
1765,2026-04-10 01:03:39,81.62,10869,327
1766,2026-04-10 01:03:44,65.57,8375,273
1767,2026-04-10 01:03:49,55.85,9911,308
1768,2026-04-10 01:03:54,24.05,1962,303
1769,2026-04-10 01:03:59,38.3,14979,236
1770,2026-04-10 01:04:04,40.42,12956,389
1771,2026-04-10 01:04:09,19.06,9060,312
1772,2026-04-10 01:04:14,58.29,14171,35
1773,2026-04-10 01:04:19,48.76,11909,14
1774,2026-04-10 01:04:24,12.57,8188,222
1775,2026-04-10 01:04:29,97.89,1988,149
1776,2026-04-10 01:04:34,23.26,9806,184
1777,2026-04-10 01:04:39,73.27,4142,124
1778,2026-04-10 01:04:44,46.09,8730,189
1779,2026-04-10 01:04:49,14.0,16135,473
1780,2026-04-10 01:04:54,94.36,7856,361
1781,2026-04-10 01:04:59,49.27,14487,43
1782,2026-04-10 01:05:04,8.63,1773,440
1783,2026-04-10 01:05:09,51.89,2847,68
1784,2026-04-10 01:05:14,33.94,4506,196
1785,2026-04-10 01:05:19,28.93,3707,172
1786,2026-04-10 01:05:24,95.3,2121,144
1787,2026-04-10 01:05:29,41.86,1819,299
1788,2026-04-10 01:05:34,44.84,7265,107
1789,2026-04-10 01:05:39,36.69,2415,383
1790,2026-04-10 01:05:44,3.19,7849,126
1791,2026-04-10 01:05:49,48.97,6720,118
1792,2026-04-10 01:05:54,76.93,12819,195
1793,2026-04-10 01:05:59,36.36,10796,360
1794,2026-04-10 01:06:04,63.15,16007,122
1795,2026-04-10 01:06:09,94.57,14153,23
1796,2026-04-10 01:06:14,23.69,7153,207
1797,2026-04-10 01:06:19,85.18,2529,156
1798,2026-04-10 01:06:24,89.94,6070,141
1799,2026-04-10 01:06:29,15.14,10383,34
1800,2026-04-10 01:06:34,97.03,13648,353
1801,2026-04-10 01:06:39,53.7,10904,199
1802,2026-04-10 01:06:44,81.77,9598,318
1803,2026-04-10 01:06:49,81.78,14985,332
1804,2026-04-10 01:06:54,41.64,10659,365
1805,2026-04-10 01:06:59,23.64,9790,126
1806,2026-04-10 01:07:04,24.54,6970,136
1807,2026-04-10 01:07:09,28.46,6585,418
1808,2026-04-10 01:07:14,75.95,12779,192
1809,2026-04-10 01:07:19,90.08,2780,224
1810,2026-04-10 01:07:24,18.0,869,393
1811,2026-04-10 01:07:29,87.98,6137,305
1812,2026-04-10 01:07:34,94.19,549,441
1813,2026-04-10 01:07:39,49.53,5194,495
1814,2026-04-10 01:07:44,20.76,14575,5
1815,2026-04-10 01:07:49,11.71,15885,482
1816,2026-04-10 01:07:54,26.59,4947,360
1817,2026-04-10 01:07:59,32.84,10451,167
1818,2026-04-10 01:08:04,65.12,14954,18
1819,2026-04-10 01:08:09,32.75,3523,300
1820,2026-04-10 01:08:14,37.58,10414,409
1821,2026-04-10 01:08:19,30.44,2674,27
1822,2026-04-10 01:08:24,40.15,11456,463
1823,2026-04-10 01:08:29,82.97,8853,235
1824,2026-04-10 01:08:34,90.62,12762,443
1825,2026-04-10 01:08:39,19.23,14768,253
1826,2026-04-10 01:08:44,55.96,15207,177
1827,2026-04-10 01:08:49,15.62,13652,198
1828,2026-04-10 01:08:54,44.05,8012,153
1829,2026-04-10 01:08:59,81.01,10543,1
1830,2026-04-10 01:09:04,56.09,11571,328
1831,2026-04-10 01:09:09,56.39,7821,155
1832,2026-04-10 01:09:14,16.3,10376,131
1833,2026-04-10 01:09:19,72.7,218,17
1834,2026-04-10 01:09:24,46.27,10836,500
1835,2026-04-10 01:09:29,38.18,14141,471
1836,2026-04-10 01:09:34,59.21,11487,415
1837,2026-04-10 01:09:39,66.23,1364,213
1838,2026-04-10 01:09:44,6.05,156,333
1839,2026-04-10 01:09:49,71.79,4621,425
1840,2026-04-10 01:09:54,33.07,9250,233
1841,2026-04-10 01:09:59,27.38,9817,397
1842,2026-04-10 01:10:04,65.09,12795,472
1843,2026-04-10 01:10:09,56.34,5195,94
1844,2026-04-10 01:10:14,41.77,1927,76
1845,2026-04-10 01:10:19,65.88,14750,314
1846,2026-04-10 01:10:24,90.73,697,269
1847,2026-04-10 01:10:29,52.26,4192,430
1848,2026-04-10 01:10:34,89.45,5234,243
1849,2026-04-10 01:10:39,35.18,9706,339
1850,2026-04-10 01:10:44,51.6,3461,90
1851,2026-04-10 01:10:49,79.67,2010,285
1852,2026-04-10 01:10:54,87.11,15500,413
1853,2026-04-10 01:10:59,65.67,7745,231
1854,2026-04-10 01:11:04,4.23,9568,318
1855,2026-04-10 01:11:09,83.48,3833,53
1856,2026-04-10 01:11:14,42.12,1304,404
1857,2026-04-10 01:11:19,54.22,7620,129
1858,2026-04-10 01:11:24,88.82,6475,5
1859,2026-04-10 01:11:29,84.59,11068,43
1860,2026-04-10 01:11:34,0.76,8566,354
1861,2026-04-10 01:11:39,90.17,9943,184
1862,2026-04-10 01:11:44,74.11,9356,107
1863,2026-04-10 01:11:49,16.3,3844,133
1864,2026-04-10 01:11:54,2.11,14721,138
1865,2026-04-10 01:11:59,75.96,7937,319
1866,2026-04-10 01:12:04,19.58,15962,119
1867,2026-04-10 01:12:09,88.51,7359,454
1868,2026-04-10 01:12:14,32.07,13818,250
1869,2026-04-10 01:12:19,7.35,8940,33
1870,2026-04-10 01:12:24,73.72,11276,308
1871,2026-04-10 01:12:29,69.09,699,310
1872,2026-04-10 01:12:34,97.02,12060,264
1873,2026-04-10 01:12:39,34.76,3202,331
1874,2026-04-10 01:12:44,75.47,10647,410
1875,2026-04-10 01:12:49,26.28,10950,23
1876,2026-04-10 01:12:54,59.21,7565,452
1877,2026-04-10 01:12:59,81.17,12449,210
1878,2026-04-10 01:13:04,16.27,13204,114
1879,2026-04-10 01:13:09,51.84,583,84
1880,2026-04-10 01:13:14,55.7,2663,212
1881,2026-04-10 01:13:19,22.28,14656,33
1882,2026-04-10 01:13:24,90.85,2914,60
1883,2026-04-10 01:13:29,5.53,14860,473
1884,2026-04-10 01:13:34,21.22,8289,55
1885,2026-04-10 01:13:39,65.08,12379,226
1886,2026-04-10 01:13:44,1.54,11657,414
1887,2026-04-10 01:13:49,78.47,4802,65
1888,2026-04-10 01:13:54,8.6,8839,213
1889,2026-04-10 01:13:59,4.59,14772,251
1890,2026-04-10 01:14:04,69.79,10290,21
1891,2026-04-10 01:14:09,38.21,11299,117
1892,2026-04-10 01:14:14,5.63,15363,467
1893,2026-04-10 01:14:19,72.84,15822,341
1894,2026-04-10 01:14:24,15.41,7521,131
1895,2026-04-10 01:14:29,7.47,13278,75
1896,2026-04-10 01:14:34,21.05,10941,419
1897,2026-04-10 01:14:39,36.79,15771,499
1898,2026-04-10 01:14:44,21.46,7618,194
1899,2026-04-10 01:14:49,56.83,13942,17
1900,2026-04-10 01:14:54,5.35,16051,415
1901,2026-04-10 01:14:59,43.63,8712,486
1902,2026-04-10 01:15:04,15.63,4281,224
1903,2026-04-10 01:15:09,92.13,1546,109
1904,2026-04-10 01:15:14,51.01,8736,51
1905,2026-04-10 01:15:19,45.71,15110,128
1906,2026-04-10 01:15:24,80.22,3873,63
1907,2026-04-10 01:15:29,40.11,433,233
1908,2026-04-10 01:15:34,60.81,5002,341
1909,2026-04-10 01:15:39,70.25,13276,191
1910,2026-04-10 01:15:44,85.93,9979,328
1911,2026-04-10 01:15:49,6.6,9290,260
1912,2026-04-10 01:15:54,14.65,1657,338
1913,2026-04-10 01:15:59,89.93,14120,359
1914,2026-04-10 01:16:04,95.89,6148,370
1915,2026-04-10 01:16:09,72.85,8468,324
1916,2026-04-10 01:16:14,23.72,1297,301
1917,2026-04-10 01:16:19,48.21,1614,451
1918,2026-04-10 01:16:24,15.42,14119,252
1919,2026-04-10 01:16:29,97.81,10004,486
1920,2026-04-10 01:16:34,91.05,10388,148
1921,2026-04-10 01:16:39,73.48,12419,284
1922,2026-04-10 01:16:44,15.83,14439,99
1923,2026-04-10 01:16:49,79.03,5362,53
1924,2026-04-10 01:16:54,61.85,5320,200
1925,2026-04-10 01:16:59,23.48,11783,162
1926,2026-04-10 01:17:04,33.41,9102,103
1927,2026-04-10 01:17:09,19.62,5897,371
1928,2026-04-10 01:17:14,20.4,3350,78
1929,2026-04-10 01:17:19,74.06,1610,32
1930,2026-04-10 01:17:24,35.56,4290,121
1931,2026-04-10 01:17:29,28.66,1291,284
1932,2026-04-10 01:17:34,70.51,10514,348
1933,2026-04-10 01:17:39,2.38,6556,185
1934,2026-04-10 01:17:44,13.49,13693,429
1935,2026-04-10 01:17:49,96.39,13528,246
1936,2026-04-10 01:17:54,44.78,5809,421
1937,2026-04-10 01:17:59,76.55,14963,387
1938,2026-04-10 01:18:04,54.16,5454,48
1939,2026-04-10 01:18:09,93.18,1342,416
1940,2026-04-10 01:18:14,89.63,2903,135
1941,2026-04-10 01:18:19,77.06,4992,203
1942,2026-04-10 01:18:24,49.88,4078,351
1943,2026-04-10 01:18:29,43.56,7439,217
1944,2026-04-10 01:18:34,37.28,14173,421
1945,2026-04-10 01:18:39,74.34,596,101
1946,2026-04-10 01:18:44,44.29,7487,449
1947,2026-04-10 01:18:49,60.69,7946,135
1948,2026-04-10 01:18:54,76.22,10650,441
1949,2026-04-10 01:18:59,83.01,4365,103
1950,2026-04-10 01:19:04,62.93,7968,378
1951,2026-04-10 01:19:09,73.73,513,32
1952,2026-04-10 01:19:14,94.93,6177,497
1953,2026-04-10 01:19:19,47.82,3891,394
1954,2026-04-10 01:19:24,92.43,8819,490
1955,2026-04-10 01:19:29,91.66,4072,232
1956,2026-04-10 01:19:34,43.45,11015,352
1957,2026-04-10 01:19:39,89.24,5169,229
1958,2026-04-10 01:19:44,67.22,2940,448
1959,2026-04-10 01:19:49,49.59,13129,405
1960,2026-04-10 01:19:54,77.26,6753,450
1961,2026-04-10 01:19:59,84.94,11211,478
1962,2026-04-10 01:20:04,48.16,959,17
1963,2026-04-10 01:20:09,1.4,14925,207
1964,2026-04-10 01:20:14,88.69,15739,280
1965,2026-04-10 01:20:19,6.99,757,252
1966,2026-04-10 01:20:24,78.8,15969,496
1967,2026-04-10 01:20:29,22.16,13116,333
1968,2026-04-10 01:20:34,70.31,9316,261
1969,2026-04-10 01:20:39,32.13,15102,134
1970,2026-04-10 01:20:44,40.52,1520,266
1971,2026-04-10 01:20:49,16.89,7254,351
1972,2026-04-10 01:20:54,8.51,7255,254
1973,2026-04-10 01:20:59,45.28,11974,193
1974,2026-04-10 01:21:04,23.57,14889,157
1975,2026-04-10 01:21:09,27.09,7112,235
1976,2026-04-10 01:21:14,18.92,4249,6
1977,2026-04-10 01:21:19,2.72,13123,330
1978,2026-04-10 01:21:24,57.8,10167,363
1979,2026-04-10 01:21:29,73.81,8292,50
1980,2026-04-10 01:21:34,1.93,2315,384
1981,2026-04-10 01:21:39,72.2,9112,75
1982,2026-04-10 01:21:44,85.43,11044,461
1983,2026-04-10 01:21:49,48.46,5821,452
1984,2026-04-10 01:21:54,23.96,1708,243
1985,2026-04-10 01:21:59,12.84,2794,233
1986,2026-04-10 01:22:04,78.06,3602,485
1987,2026-04-10 01:22:09,4.62,8037,274
1988,2026-04-10 01:22:14,21.55,2447,196
1989,2026-04-10 01:22:19,67.94,1096,309
1990,2026-04-10 01:22:24,31.55,11372,117
1991,2026-04-10 01:22:29,35.57,16201,137
1992,2026-04-10 01:22:34,69.48,13049,397
1993,2026-04-10 01:22:39,19.15,5958,332
1994,2026-04-10 01:22:44,92.29,906,288
1995,2026-04-10 01:22:49,12.28,11924,364
1996,2026-04-10 01:22:54,40.25,10103,99
1997,2026-04-10 01:22:59,47.1,9834,458
1998,2026-04-10 01:23:04,13.44,10139,121
1999,2026-04-10 01:23:09,76.69,15562,445
2000,2026-04-10 01:23:14,18.88,4681,376
2001,2026-04-10 01:23:19,47.46,4317,267
2002,2026-04-10 01:23:24,93.87,2577,219
2003,2026-04-10 01:23:29,41.04,2581,47
2004,2026-04-10 01:23:34,93.99,4222,64
2005,2026-04-10 01:23:39,6.68,8659,240
2006,2026-04-10 01:23:44,82.49,15374,482
2007,2026-04-10 01:23:49,38.73,3400,291
2008,2026-04-10 01:23:54,15.16,15557,148
2009,2026-04-10 01:23:59,95.2,1527,328
2010,2026-04-10 01:24:04,72.82,5445,496
2011,2026-04-10 01:24:09,30.66,11245,433
2012,2026-04-10 01:24:14,45.2,5991,341
2013,2026-04-10 01:24:19,72.13,6265,33
2014,2026-04-10 01:24:24,61.73,14275,206
2015,2026-04-10 01:24:29,47.35,7505,233
2016,2026-04-10 01:24:34,38.54,6965,406
2017,2026-04-10 01:24:39,18.31,2950,101
2018,2026-04-10 01:24:44,34.31,12406,497
2019,2026-04-10 01:24:49,82.12,9628,438
2020,2026-04-10 01:24:54,78.59,454,38
2021,2026-04-10 01:24:59,10.98,1371,489
2022,2026-04-10 01:25:04,94.3,8921,262
2023,2026-04-10 01:25:09,38.84,9587,200
2024,2026-04-10 01:25:14,3.89,13582,380
2025,2026-04-10 01:25:19,64.37,12026,104
2026,2026-04-10 01:25:24,84.13,9892,317
2027,2026-04-10 01:25:29,1.37,11308,367
2028,2026-04-10 01:25:34,79.14,12573,315
2029,2026-04-10 01:25:39,28.98,1277,301
2030,2026-04-10 01:25:44,95.6,13095,18
2031,2026-04-10 01:25:49,35.93,7865,285
2032,2026-04-10 01:25:54,53.11,7213,164
2033,2026-04-10 01:25:59,84.6,12658,248
2034,2026-04-10 01:26:04,2.54,6344,108
2035,2026-04-10 01:26:09,22.23,12290,71
2036,2026-04-10 01:26:14,36.28,6984,337
2037,2026-04-10 01:26:19,90.16,2093,454
2038,2026-04-10 01:26:24,52.92,1304,396
2039,2026-04-10 01:26:29,26.67,805,162
2040,2026-04-10 01:26:34,9.16,8261,470
2041,2026-04-10 01:26:39,8.65,9454,404
2042,2026-04-10 01:26:44,37.77,7504,39
2043,2026-04-10 01:26:49,37.35,7620,369
2044,2026-04-10 01:26:54,21.72,4306,132
2045,2026-04-10 01:26:59,36.4,10631,377
2046,2026-04-10 01:27:04,16.18,1541,369
2047,2026-04-10 01:27:09,2.76,3844,337
2048,2026-04-10 01:27:14,34.58,11130,194
2049,2026-04-10 01:27:19,75.27,8294,307
2050,2026-04-10 01:27:24,89.23,398,162
2051,2026-04-10 01:27:29,34.75,8920,34
2052,2026-04-10 01:27:34,17.27,6422,430
2053,2026-04-10 01:27:39,31.14,5857,140
2054,2026-04-10 01:27:44,18.18,988,243
2055,2026-04-10 01:27:49,42.42,6060,218
2056,2026-04-10 01:27:54,95.16,15829,186
2057,2026-04-10 01:27:59,5.57,15432,472
2058,2026-04-10 01:28:04,73.66,5106,141
2059,2026-04-10 01:28:09,96.38,10305,192
2060,2026-04-10 01:28:14,74.42,8125,139
2061,2026-04-10 01:28:19,25.16,14681,274
2062,2026-04-10 01:28:24,14.03,10594,492
2063,2026-04-10 01:28:29,92.88,2372,365
2064,2026-04-10 01:28:34,31.64,15122,310
2065,2026-04-10 01:28:39,80.95,6182,169
2066,2026-04-10 01:28:44,77.93,5924,200
2067,2026-04-10 01:28:49,44.09,9393,157
2068,2026-04-10 01:28:54,59.12,9319,351
2069,2026-04-10 01:28:59,57.66,8354,71
2070,2026-04-10 01:29:04,52.61,6860,379
2071,2026-04-10 01:29:09,17.78,9892,168
2072,2026-04-10 01:29:14,9.46,11338,61
2073,2026-04-10 01:29:19,4.84,15044,478
2074,2026-04-10 01:29:24,71.16,1092,184
2075,2026-04-10 01:29:29,52.07,627,116
2076,2026-04-10 01:29:34,66.29,10345,242
2077,2026-04-10 01:29:39,61.59,3795,141
2078,2026-04-10 01:29:44,48.11,5915,411
2079,2026-04-10 01:29:49,72.69,4126,421
2080,2026-04-10 01:29:54,60.63,5215,143
2081,2026-04-10 01:29:59,35.24,3058,237
2082,2026-04-10 01:30:04,30.18,12416,287
2083,2026-04-10 01:30:09,45.28,12250,283
2084,2026-04-10 01:30:14,96.89,2794,115
2085,2026-04-10 01:30:19,75.76,5572,250
2086,2026-04-10 01:30:24,44.31,5022,404
2087,2026-04-10 01:30:29,89.32,4864,3
2088,2026-04-10 01:30:34,36.5,145,161
2089,2026-04-10 01:30:39,90.24,10801,487
2090,2026-04-10 01:30:44,6.35,12217,398
2091,2026-04-10 01:30:49,78.57,6779,200
2092,2026-04-10 01:30:54,91.08,5293,61
2093,2026-04-10 01:30:59,91.1,11475,326
2094,2026-04-10 01:31:04,45.93,3441,32
2095,2026-04-10 01:31:09,13.98,5415,382
2096,2026-04-10 01:31:14,57.88,5769,52
2097,2026-04-10 01:31:19,8.46,12600,180
2098,2026-04-10 01:31:24,47.2,204,379
2099,2026-04-10 01:31:29,73.45,6385,48
2100,2026-04-10 01:31:34,80.23,12743,192
2101,2026-04-10 01:31:39,55.01,4439,474
2102,2026-04-10 01:31:44,86.0,5060,212
2103,2026-04-10 01:31:49,89.02,10684,220
2104,2026-04-10 01:31:54,18.33,6542,181
2105,2026-04-10 01:31:59,59.59,15515,463
2106,2026-04-10 01:32:04,7.26,10111,135
2107,2026-04-10 01:32:09,15.64,15183,393
2108,2026-04-10 01:32:14,59.01,3893,488
2109,2026-04-10 01:32:19,82.09,946,150
2110,2026-04-10 01:32:24,9.82,857,34
2111,2026-04-10 01:32:29,18.01,13241,491
2112,2026-04-10 01:32:34,66.98,2683,31
2113,2026-04-10 01:32:39,55.72,7458,146
2114,2026-04-10 01:32:44,57.88,5201,30
2115,2026-04-10 01:32:49,49.98,11364,236
2116,2026-04-10 01:32:54,19.16,4762,281
2117,2026-04-10 01:32:59,55.25,2774,159
2118,2026-04-10 01:33:04,56.35,4311,225
2119,2026-04-10 01:33:09,4.89,3090,309
2120,2026-04-10 01:33:14,13.09,3026,325
2121,2026-04-10 01:33:19,74.88,299,455
2122,2026-04-10 01:33:24,77.73,348,395
2123,2026-04-10 01:33:29,83.22,3055,435
2124,2026-04-10 01:33:34,64.95,8117,320
2125,2026-04-10 01:33:39,27.25,6210,498
2126,2026-04-10 01:33:44,33.62,10720,223
2127,2026-04-10 01:33:49,6.57,14104,207
2128,2026-04-10 01:33:54,50.39,14265,218
2129,2026-04-10 01:33:59,1.59,2556,180
2130,2026-04-10 01:34:04,19.05,6199,279
2131,2026-04-10 01:34:09,87.42,1677,462
2132,2026-04-10 01:34:14,26.12,16360,268
2133,2026-04-10 01:34:19,47.2,13240,410
2134,2026-04-10 01:34:24,92.57,9842,270
2135,2026-04-10 01:34:29,5.47,10546,99
2136,2026-04-10 01:34:34,20.04,918,373
2137,2026-04-10 01:34:39,26.6,5636,119
2138,2026-04-10 01:34:44,77.19,6519,14
2139,2026-04-10 01:34:49,32.22,11652,59
2140,2026-04-10 01:34:54,29.66,16195,365
2141,2026-04-10 01:34:59,17.04,5001,494
2142,2026-04-10 01:35:04,29.55,11640,53
2143,2026-04-10 01:35:09,93.76,1643,6
2144,2026-04-10 01:35:14,38.22,638,225
2145,2026-04-10 01:35:19,82.44,15008,178
2146,2026-04-10 01:35:24,69.68,14386,32
2147,2026-04-10 01:35:29,6.37,5264,56
2148,2026-04-10 01:35:34,35.21,3481,285
2149,2026-04-10 01:35:39,45.84,12931,184
2150,2026-04-10 01:35:44,52.43,1318,75
2151,2026-04-10 01:35:49,2.66,6853,191
2152,2026-04-10 01:35:54,88.24,4535,390
2153,2026-04-10 01:35:59,54.47,11876,248
2154,2026-04-10 01:36:04,80.86,9000,391
2155,2026-04-10 01:36:09,35.97,10870,266
2156,2026-04-10 01:36:14,72.34,14301,275
2157,2026-04-10 01:36:19,64.0,8097,358
2158,2026-04-10 01:36:24,93.98,5555,104
2159,2026-04-10 01:36:29,66.23,11609,249
2160,2026-04-10 01:36:34,40.84,2984,415
2161,2026-04-10 01:36:39,39.92,1047,446
2162,2026-04-10 01:36:44,57.36,13153,340
2163,2026-04-10 01:36:49,29.52,1070,155
2164,2026-04-10 01:36:54,48.58,10161,227
2165,2026-04-10 01:36:59,22.4,10023,238
2166,2026-04-10 01:37:04,48.43,12607,102
2167,2026-04-10 01:37:09,65.61,9484,256
2168,2026-04-10 01:37:14,4.12,8034,408
2169,2026-04-10 01:37:19,55.03,16237,44
2170,2026-04-10 01:37:24,62.09,14451,8
2171,2026-04-10 01:37:29,68.65,8980,152
2172,2026-04-10 01:37:34,11.71,6324,73
2173,2026-04-10 01:37:39,36.69,12038,413
2174,2026-04-10 01:37:44,61.67,3963,333
2175,2026-04-10 01:37:49,83.88,9354,133
2176,2026-04-10 01:37:54,72.27,10193,314
2177,2026-04-10 01:37:59,86.61,2674,483
2178,2026-04-10 01:38:04,71.71,12054,186
2179,2026-04-10 01:38:09,11.6,7048,457
2180,2026-04-10 01:38:14,59.39,1407,177
2181,2026-04-10 01:38:19,34.81,5407,276
2182,2026-04-10 01:38:24,92.92,14722,219
2183,2026-04-10 01:38:29,59.93,8888,376
2184,2026-04-10 01:38:34,96.21,7140,259
2185,2026-04-10 01:38:39,90.45,609,173
2186,2026-04-10 01:38:44,91.37,8709,265
2187,2026-04-10 01:38:49,23.09,8184,435
2188,2026-04-10 01:38:54,12.65,8221,358
2189,2026-04-10 01:38:59,64.99,12210,442
2190,2026-04-10 01:39:04,3.38,10839,292
2191,2026-04-10 01:39:09,66.91,16147,479
2192,2026-04-10 01:39:14,54.85,6764,26
2193,2026-04-10 01:39:19,28.38,1389,342
2194,2026-04-10 01:39:24,1.58,3309,348
2195,2026-04-10 01:39:29,33.82,12824,28
2196,2026-04-10 01:39:34,44.94,7008,293
2197,2026-04-10 01:39:39,5.28,8169,466
2198,2026-04-10 01:39:44,1.64,16325,420
2199,2026-04-10 01:39:49,44.92,1112,308
2200,2026-04-10 01:39:54,0.95,12999,326
2201,2026-04-10 01:39:59,97.17,4617,96
2202,2026-04-10 01:40:04,15.0,10816,286
2203,2026-04-10 01:40:09,8.87,16276,265
2204,2026-04-10 01:40:14,36.79,7790,173
2205,2026-04-10 01:40:19,63.51,5660,226
2206,2026-04-10 01:40:24,56.46,9854,206
2207,2026-04-10 01:40:29,39.69,13073,260
2208,2026-04-10 01:40:34,7.73,11577,208
2209,2026-04-10 01:40:39,32.64,8335,78
2210,2026-04-10 01:40:44,81.73,6832,163
2211,2026-04-10 01:40:49,58.64,13517,145
2212,2026-04-10 01:40:54,54.43,7466,46
2213,2026-04-10 01:40:59,72.71,9678,491
2214,2026-04-10 01:41:04,24.87,10390,383
2215,2026-04-10 01:41:09,33.98,8549,420
2216,2026-04-10 01:41:14,94.42,9785,139
2217,2026-04-10 01:41:19,5.33,3230,210
2218,2026-04-10 01:41:24,0.57,11866,22
2219,2026-04-10 01:41:29,34.28,428,30
2220,2026-04-10 01:41:34,28.17,3181,287
2221,2026-04-10 01:41:39,41.95,7407,195
2222,2026-04-10 01:41:44,68.0,7772,438
2223,2026-04-10 01:41:49,60.38,12957,363
2224,2026-04-10 01:41:54,21.2,6850,342
2225,2026-04-10 01:41:59,50.56,8247,108
2226,2026-04-10 01:42:04,88.97,12744,385
2227,2026-04-10 01:42:09,73.1,7911,325
2228,2026-04-10 01:42:14,19.7,1241,152
2229,2026-04-10 01:42:19,49.04,2083,263
2230,2026-04-10 01:42:24,33.8,15789,340
2231,2026-04-10 01:42:29,8.44,9700,237
2232,2026-04-10 01:42:34,74.75,530,135
2233,2026-04-10 01:42:39,8.89,3385,38
2234,2026-04-10 01:42:44,62.93,7818,480
2235,2026-04-10 01:42:49,18.26,6083,218
2236,2026-04-10 01:42:54,77.58,5783,379
2237,2026-04-10 01:42:59,72.82,13943,395
2238,2026-04-10 01:43:04,88.81,4158,94
2239,2026-04-10 01:43:09,51.02,15589,303
2240,2026-04-10 01:43:14,32.95,2022,89
2241,2026-04-10 01:43:19,27.58,5355,264
2242,2026-04-10 01:43:24,73.92,8600,58
2243,2026-04-10 01:43:29,7.31,11879,457
2244,2026-04-10 01:43:34,54.53,6943,98
2245,2026-04-10 01:43:39,77.87,2153,465
2246,2026-04-10 01:43:44,85.27,1322,487
2247,2026-04-10 01:43:49,56.99,10522,246
2248,2026-04-10 01:43:54,39.9,5415,96
2249,2026-04-10 01:43:59,81.04,14599,147
2250,2026-04-10 01:44:04,39.29,15142,299
2251,2026-04-10 01:44:09,45.22,9315,420
2252,2026-04-10 01:44:14,30.32,1082,383
2253,2026-04-10 01:44:19,9.35,1512,350
2254,2026-04-10 01:44:24,30.63,10645,3
2255,2026-04-10 01:44:29,95.83,9596,81
2256,2026-04-10 01:44:34,38.17,2038,67
2257,2026-04-10 01:44:39,20.64,11006,280
2258,2026-04-10 01:44:44,90.67,12914,383
2259,2026-04-10 01:44:49,2.75,1828,311
2260,2026-04-10 01:44:54,84.02,7790,96
2261,2026-04-10 01:44:59,26.62,8761,358
2262,2026-04-10 01:45:04,62.41,15529,432
2263,2026-04-10 01:45:09,16.39,11585,142
2264,2026-04-10 01:45:14,38.61,3572,327
2265,2026-04-10 01:45:19,56.81,10933,493
2266,2026-04-10 01:45:24,52.71,1339,44
2267,2026-04-10 01:45:29,2.21,13634,126
2268,2026-04-10 01:45:34,69.44,2713,389
2269,2026-04-10 01:45:39,77.44,5777,490
2270,2026-04-10 01:45:44,96.26,7003,446
2271,2026-04-10 01:45:49,88.18,13676,486
2272,2026-04-10 01:45:54,38.1,14983,153
2273,2026-04-10 01:45:59,48.37,14166,241
2274,2026-04-10 01:46:04,33.73,15566,393
2275,2026-04-10 01:46:09,64.18,9282,134
2276,2026-04-10 01:46:14,13.98,1845,195
2277,2026-04-10 01:46:19,60.08,4484,46
2278,2026-04-10 01:46:24,75.36,4593,240
2279,2026-04-10 01:46:29,88.68,16382,157
2280,2026-04-10 01:46:34,52.1,12163,236
2281,2026-04-10 01:46:39,18.13,2076,375
2282,2026-04-10 01:46:44,53.56,2571,239
2283,2026-04-10 01:46:49,12.39,3014,374
2284,2026-04-10 01:46:54,35.01,8839,154
2285,2026-04-10 01:46:59,23.96,8997,111
2286,2026-04-10 01:47:04,67.23,6948,101
2287,2026-04-10 01:47:09,50.55,9303,76
2288,2026-04-10 01:47:14,92.02,11010,142
2289,2026-04-10 01:47:19,6.33,14450,71
2290,2026-04-10 01:47:24,30.88,7828,255
2291,2026-04-10 01:47:29,21.37,159,422
2292,2026-04-10 01:47:34,89.99,1371,390
2293,2026-04-10 01:47:39,95.86,1496,43
2294,2026-04-10 01:47:44,95.6,8637,158
2295,2026-04-10 01:47:49,30.58,6513,318
2296,2026-04-10 01:47:54,11.65,13974,48
2297,2026-04-10 01:47:59,29.07,9618,49
2298,2026-04-10 01:48:04,57.61,4117,345
2299,2026-04-10 01:48:09,67.75,9226,80
